[main] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: standard
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:14[\r][\n]"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":true}"
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:14
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding isElementDisplayed on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 68
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 68[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"value":"*[name\u003d\u0027quantity\u0027]","using":"css selector"}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"06e3a521-ba5a-41bc-aa04-c40b7ced1138"}}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:88
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[main] INFO  com.testdemo.helpers.WaitHelper  - Element is visible[[ChromeDriver: chrome on WINDOWS (3245c5b16d32290bbc727a94bd4f7c9b)] -> name: quantity]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 68
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 68[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"value":"*[name\u003d\u0027quantity\u0027]","using":"css selector"}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:88[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"06e3a521-ba5a-41bc-aa04-c40b7ced1138"}}"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:88
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/clear HTTP/1.1
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/clear HTTP/1.1
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 45
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element/06e3a521-ba5a-41bc-aa04-c40b7ced1138/clear HTTP/1.1[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 45[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Host: localhost:13508[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Connection: Keep-Alive[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Accept-Encoding: gzip,deflate[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "{"id":"06e3a521-ba5a-41bc-aa04-c40b7ced1138"}"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "HTTP/1.1 200 OK[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Length:14[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "Content-Type:application/json; charset=utf-8[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "cache-control:no-cache[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[\r][\n]"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "{"value":null}"
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << HTTP/1.1 200 OK
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Length:14
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << Content-Type:application/json; charset=utf-8
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 << cache-control:no-cache
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 0][route: {}->http://localhost:13508] can be kept alive indefinitely
[Forwarding clearElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 0][route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:13508][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 0][route: {}->http://localhost:13508][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 << "[read] I/O error: Read timed out"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-0: set socket timeout to 10800000
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Type: application/json; charset=utf-8
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Content-Length: 68
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Host: localhost:13508
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Connection: Keep-Alive
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_45)
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.headers  - http-outgoing-0 >> Accept-Encoding: gzip,deflate
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "POST /session/3245c5b16d32290bbc727a94bd4f7c9b/element HTTP/1.1[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
[Forwarding findElement on session 3245c5b16d32290bbc727a94bd4f7c9b to remote] DEBUG org.apache.http.wire  - http-outgoing-0 >> "Content-Length: 68[\r][\n]"
